task,variant,step,train_loss,val_loss,val_acc,best_val_acc,best_step,params,grad_norm,sec,edge_density,edge_entropy,order_abs,key_entropy,typed_scale
order,none,25,0.711239755153656,0.6960004270076752,0.5185546875,0.5185546875,25,19971,2.041963815689087,4.881904125213623,0.0,0.0,,,
order,none,50,0.6989858746528625,0.6965667456388474,0.5068359375,0.5185546875,25,19971,1.1118143796920776,9.481812953948975,0.0,0.0,,,
order,none,75,0.6937697529792786,0.6948394924402237,0.4765625,0.5185546875,25,19971,0.35847076773643494,14.13568663597107,0.0,0.0,,,
order,none,100,0.6928581595420837,0.693399116396904,0.4951171875,0.5185546875,25,19971,0.20044748485088348,18.82249164581299,0.0,0.0,,,
order,learned_sparse,1,0.7406117916107178,1.2255792319774628,0.48046875,0.48046875,1,22275,8.872293472290039,0.4149043560028076,0.1857638955116272,0.5489097237586975,,,
order,learned_sparse,25,0.694868803024292,0.6919538825750351,0.525390625,0.525390625,25,22275,0.5885186791419983,5.062413692474365,0.1857638955116272,0.5489048361778259,,,
order,learned_sparse,50,0.6930282711982727,0.6931789815425873,0.4990234375,0.525390625,25,22275,1.010901689529419,10.078457593917847,0.1857638955116272,0.5489040017127991,,,
order,learned_sparse,75,0.6926541924476624,0.6954883635044098,0.4833984375,0.525390625,25,22275,1.8018475770950317,15.18111276626587,0.1857638955116272,0.5489038228988647,,,
order,learned_sparse,100,0.6934038996696472,0.6948401629924774,0.478515625,0.525390625,25,22275,0.2993008494377136,20.216466426849365,0.1857638955116272,0.5489037036895752,,,
order,learned_sparse_typed,1,0.7261649966239929,1.1349576115608215,0.501953125,0.501953125,1,57062,4.01200008392334,0.4617123603820801,0.1857638955116272,0.5489107370376587,0.2987183630466461,0.9999976754188538,0.7607529163360596
order,learned_sparse_typed,25,0.10901566594839096,0.093936363235116,0.9873046875,0.9873046875,25,57062,0.746008574962616,5.316232442855835,0.1857638955116272,0.5489051938056946,0.29799649119377136,0.9999988675117493,0.7699081301689148
order,learned_sparse_typed,50,0.007779534440487623,0.017891660099849105,0.9921875,0.9921875,50,57062,0.12231522053480148,10.380535125732422,0.1857638955116272,0.548904299736023,0.3041936159133911,0.9999982714653015,0.7834978103637695
order,learned_sparse_typed,75,0.0013670070329681039,0.009004317165818065,0.9970703125,0.9970703125,75,57062,0.014976266771554947,15.534857273101807,0.1857638955116272,0.5489041805267334,0.29770034551620483,0.9999975562095642,0.7866189479827881
order,learned_sparse_typed,100,0.002305584028363228,0.0054061837727203965,0.9990234375,0.9990234375,100,57062,0.03907950595021248,20.648698091506958,0.1857638955116272,0.5489041805267334,0.3015825152397156,0.999996542930603,0.7879020571708679
kv,none,1,0.7641928791999817,0.7353725582361221,0.5107421875,0.5107421875,1,19971,9.886496543884277,0.4127969741821289,0.0,0.0,,,
kv,none,25,0.7178691029548645,0.7243625670671463,0.4873046875,0.5107421875,1,19971,2.4032814502716064,4.823160171508789,0.0,0.0,,,
kv,none,50,0.7084090709686279,0.7127795517444611,0.5029296875,0.5107421875,1,19971,1.823028564453125,9.507724046707153,0.0,0.0,,,
kv,none,75,0.6945859789848328,0.6936326920986176,0.484375,0.5107421875,1,19971,0.548954963684082,14.507980585098267,0.0,0.0,,,
kv,none,100,0.6950759291648865,0.693054661154747,0.5068359375,0.5107421875,1,19971,0.6309328079223633,19.520021677017212,0.0,0.0,,,
kv,learned_sparse,1,0.7080839276313782,1.2748650014400482,0.4970703125,0.4970703125,1,22275,4.0869245529174805,0.4414675235748291,0.1857638955116272,0.5489088892936707,,,
kv,learned_sparse,25,0.6896247267723083,0.700184091925621,0.5087890625,0.5087890625,25,22275,0.49653393030166626,5.482120752334595,0.1857638955116272,0.5489018559455872,,,
kv,learned_sparse,50,0.6918055415153503,0.6927129328250885,0.474609375,0.5087890625,25,22275,0.04245031997561455,10.722279071807861,0.1857638955116272,0.5488855838775635,,,
kv,learned_sparse,75,0.683607280254364,0.6899622976779938,0.4765625,0.5087890625,25,22275,0.4881278872489929,15.853564500808716,0.1857638955116272,0.5488178133964539,,,
kv,learned_sparse,100,0.7302218079566956,0.6028073877096176,0.666015625,0.666015625,100,22275,9.606043815612793,20.902607202529907,0.1857638955116272,0.5486394762992859,,,
kv,learned_sparse_typed,1,0.6760556101799011,1.4183343350887299,0.5029296875,0.5029296875,1,57062,0.8516548275947571,0.4425485134124756,0.1857638955116272,0.5489107966423035,0.29409968852996826,0.9999768733978271,0.7624328136444092
kv,learned_sparse_typed,25,0.49389782547950745,0.48573771864175797,0.7744140625,0.7744140625,25,57062,2.158719301223755,5.493294954299927,0.1857638955116272,0.5489055514335632,0.30035144090652466,0.9999381899833679,0.7703955173492432
kv,learned_sparse_typed,50,0.3029618561267853,0.2717398926615715,0.8876953125,0.8876953125,50,57062,0.9405442476272583,10.822563648223877,0.1857638955116272,0.5489047169685364,0.29899048805236816,0.999737024307251,0.7897404432296753
kv,learned_sparse_typed,75,0.08745966106653214,0.08712419122457504,0.9794921875,0.9794921875,75,57062,0.694969654083252,15.936943292617798,0.1857638955116272,0.548904538154602,0.296670138835907,0.9991997480392456,0.8078086376190186
kv,learned_sparse_typed,100,0.015172957442700863,0.012816806556656957,0.9990234375,0.9990234375,100,57062,0.16860707104206085,21.231189966201782,0.1857638955116272,0.5489044785499573,0.29698115587234497,0.998227059841156,0.8254870176315308
