task,model,step,train_loss,train_ce,expected_cost,target_loss,metabolic_loss,val_loss,val_acc,best_val_acc,best_step,params,grad_norm,sec,w_graph,w_order,w_key,router_entropy,acc_route,w_graph_route,w_order_route,w_key_route,acc_order,w_graph_order,w_order_order,w_key_order,acc_kv,w_graph_kv,w_order_kv,w_key_kv,acc_program,w_graph_program,w_order_program,w_key_program,order_abs,key_entropy,survive_graph,survive_order,survive_key,channel_alive_cost,edge_proxy_cost,activity_proxy,homeo_loss
mixed,cost_router,160,0.11398361623287201,0.1015729010105133,0.414043664932251,0.10324613004922867,0.0,0.1276018638163805,0.9423828125,0.9580078125,120,61322,0.15003320574760437,40.155478954315186,0.13031186163425446,0.5060956478118896,0.3635924756526947,0.6260345578193665,1.0,0.008577938191592693,0.4283749461174011,0.5630471110343933,0.99609375,0.022542785853147507,0.9330343008041382,0.0444229319691658,0.99609375,0.032545529305934906,0.35577335953712463,0.6116811037063599,0.77734375,0.45568564534187317,0.2710253596305847,0.2732889652252197,0.3241601884365082,0.9981961250305176,,,,,,,
mixed,cost_router,200,0.0817602202296257,0.06950799375772476,0.4031235873699188,0.10474380850791931,0.0,0.10961808823049068,0.951171875,0.9580078125,120,61322,0.2463253140449524,50.107412815093994,0.1270054578781128,0.47094446420669556,0.40205007791519165,0.6469207406044006,1.0,0.012516628950834274,0.39444199204444885,0.5930414199829102,1.0,0.0388852022588253,0.8941165208816528,0.06699825823307037,1.0,0.030456501990556717,0.34721773862838745,0.6223257780075073,0.8046875,0.42164647579193115,0.26893341541290283,0.309420108795166,0.3256029486656189,0.9973223805427551,,,,,,,
mixed,cost_router,240,0.12762539088726044,0.11570051312446594,0.40662917494773865,0.09480728209018707,0.0,0.09930144064128399,0.9482421875,0.9580078125,120,61322,0.20954488217830658,60.201242208480835,0.12728342413902283,0.4580346643924713,0.41468191146850586,0.6509391069412231,1.0,0.02044134959578514,0.3846496045589447,0.5949090719223022,1.0,0.05308537557721138,0.8810781240463257,0.06583653390407562,1.0,0.027350004762411118,0.29263928532600403,0.6800106763839722,0.79296875,0.4056839346885681,0.2803502082824707,0.3139658570289612,0.32123270630836487,0.9971044063568115,,,,,,,
mixed,metabolic,1,0.7653006911277771,0.690373420715332,0.3487832546234131,0.11551862210035324,0.06333090364933014,0.7338849306106567,0.505859375,0.505859375,1,61325,0.2512296140193939,0.605372428894043,0.2604001760482788,0.38210123777389526,0.3574985861778259,0.9811333417892456,0.50390625,0.22889548540115356,0.45088884234428406,0.32021564245224,0.4921875,0.2337529957294464,0.3531666398048401,0.4130803942680359,0.5390625,0.32041680812835693,0.3530438542366028,0.32653936743736267,0.48828125,0.25872087478637695,0.3639136552810669,0.37736544013023376,0.3228659927845001,0.9999886751174927,0.7854981422424316,0.7854981422424316,0.7854981422424316,0.7858350276947021,0.5001137256622314,0.5762790441513062,0.24629290401935577
mixed,metabolic,40,0.3758966326713562,0.3020331561565399,0.4152405858039856,0.08650384098291397,0.06209854409098625,0.31729110330343246,0.8544921875,0.8544921875,40,61325,0.35532018542289734,10.63191556930542,0.03184470534324646,0.37714916467666626,0.5910061597824097,0.5526583790779114,0.98046875,0.021180469542741776,0.3091641962528229,0.6696553230285645,0.98828125,0.023656507954001427,0.8495389223098755,0.12680462002754211,0.765625,0.04852592945098877,0.17114606499671936,0.7803279757499695,0.68359375,0.030669616535305977,0.17879514396190643,0.7905352115631104,0.31990715861320496,0.9999297857284546,0.7753373384475708,0.7763990163803101,0.7808302640914917,0.7777317762374878,0.4810902178287506,0.5705522298812866,0.2406415045261383
mixed,metabolic,80,0.3001772165298462,0.22737425565719604,0.4237074553966522,0.08862769603729248,0.06078372150659561,0.2285202220082283,0.896484375,0.896484375,80,61325,0.305574506521225,21.035373210906982,0.030337322503328323,0.41245347261428833,0.5572092533111572,0.5229846835136414,0.98828125,0.01551069226115942,0.40180498361587524,0.582684338092804,0.9921875,0.01491103507578373,0.89516282081604,0.0899261087179184,0.84375,0.04911966621875763,0.20415276288986206,0.7467275857925415,0.76171875,0.043142542243003845,0.16004714369773865,0.7968103289604187,0.31879085302352905,0.9996766448020935,0.7652000188827515,0.7672847509384155,0.7732869386672974,0.7688320875167847,0.4612363278865814,0.5641700625419617,0.23442067205905914
mixed,metabolic,120,0.2453424334526062,0.17346809804439545,0.4429704546928406,0.09016557782888412,0.05940830335021019,0.13888163305819035,0.9375,0.9375,120,61325,0.3440626263618469,31.367232084274292,0.02615983411669731,0.5027467012405396,0.47109347581863403,0.5414178967475891,0.99609375,0.011365693062543869,0.47814494371414185,0.5104893445968628,1.0,0.013753876090049744,0.9171715378761292,0.0690746009349823,0.95703125,0.030192574486136436,0.3225480914115906,0.6472593545913696,0.796875,0.04728269577026367,0.3280424177646637,0.624674916267395,0.32499855756759644,0.9986270666122437,0.7534496188163757,0.7574701905250549,0.7644316554069519,0.7587109804153442,0.4415574073791504,0.5569846034049988,0.2275143265724182
mixed,metabolic,160,0.20283715426921844,0.1328234225511551,0.4252733588218689,0.08746401220560074,0.05800971761345863,0.13202721811830997,0.947265625,0.947265625,160,61325,0.19004671275615692,41.697831869125366,0.05314582586288452,0.4903223216533661,0.4565318524837494,0.6132556200027466,1.0,0.015801910310983658,0.455715149641037,0.528482973575592,1.0,0.027424439787864685,0.8966231942176819,0.07595239579677582,1.0,0.03557397052645683,0.3109676241874695,0.6534584164619446,0.7890625,0.1347934603691101,0.29647791385650635,0.5687285661697388,0.3233165740966797,0.9975794553756714,0.7409637570381165,0.7468199729919434,0.755372166633606,0.747991681098938,0.42215806245803833,0.5493563413619995,0.22029538452625275
mixed,metabolic,200,0.19261063635349274,0.12408367544412613,0.41790318489074707,0.08890272676944733,0.05661279335618019,0.13198737055063248,0.9375,0.947265625,160,61325,0.33476030826568604,52.10178828239441,0.09589862078428268,0.49318191409111023,0.4109194576740265,0.6638963222503662,1.0,0.02711736038327217,0.3860447406768799,0.586837887763977,0.99609375,0.0487486906349659,0.8843709826469421,0.06688033789396286,1.0,0.038610219955444336,0.3113305866718292,0.6500591039657593,0.75390625,0.2693973183631897,0.3545633852481842,0.3760392963886261,0.31888312101364136,0.9969371557235718,0.7276607155799866,0.7364450097084045,0.7459232807159424,0.7369486093521118,0.40313008427619934,0.5416098833084106,0.21308369934558868
mixed,metabolic,240,0.1351989358663559,0.06853614747524261,0.3977065086364746,0.08741110563278198,0.05521221458911896,0.09791037812829018,0.955078125,0.955078125,240,61325,0.2170492261648178,62.79535222053528,0.1327323615550995,0.4313003420829773,0.4359672963619232,0.6718013286590576,1.0,0.046081915497779846,0.36149024963378906,0.5924278497695923,1.0,0.07594576478004456,0.8492053747177124,0.07484884560108185,1.0,0.037457458674907684,0.24559977650642395,0.7169427871704102,0.8203125,0.36629799008369446,0.24561208486557007,0.38808995485305786,0.3177896738052368,0.9963991045951843,0.7137881517410278,0.7249363660812378,0.7369956970214844,0.7255420088768005,0.38455483317375183,0.5335546731948853,0.20571185648441315
mixed,metabolic_hard,1,0.7993884086608887,0.7139559388160706,0.5500000715255737,0.2775000035762787,0.06333248317241669,0.6841500103473663,0.595703125,0.595703125,1,61325,0.4728122353553772,0.617995023727417,0.25426220893859863,0.3991876542568207,0.3465501368045807,0.9827671647071838,0.703125,0.25543758273124695,0.39986470341682434,0.3446977138519287,0.50390625,0.26590386033058167,0.36890631914138794,0.365189790725708,0.6171875,0.23131465911865234,0.4244272708892822,0.34425806999206543,0.55859375,0.2606455683708191,0.40377458930015564,0.3355798125267029,0.3189798593521118,0.9999819993972778,0.7854981422424316,0.7854981422424316,0.7854981422424316,0.7858350276947021,0.5001533031463623,0.5762790441513062,0.24629290401935577
mixed,metabolic_hard,40,0.525488555431366,0.4461711645126343,0.35989582538604736,0.25909721851348877,0.06175561994314194,0.4979569539427757,0.732421875,0.732421875,40,61325,0.31130072474479675,10.62166953086853,0.2416219413280487,0.24026773869991302,0.5181103348731995,0.8141272664070129,0.84765625,0.08910409361124039,0.22977232933044434,0.6811235547065735,0.6953125,0.24688073992729187,0.299602210521698,0.45351704955101013,0.703125,0.22401973605155945,0.3177192509174347,0.45826101303100586,0.68359375,0.39439406991004944,0.1656189262866974,0.4399870038032532,0.3262370824813843,0.9999217391014099,0.7719994783401489,0.7720010876655579,0.7720006108283997,0.772356390953064,0.4806821644306183,0.5663948059082031,0.23657992482185364
mixed,metabolic_hard,80,0.46180659532546997,0.3840828835964203,0.40416666865348816,0.2386111170053482,0.06009594723582268,0.40693796426057816,0.7978515625,0.7978515625,80,61325,0.2596386969089508,21.13273310661316,0.14169710874557495,0.2824126183986664,0.5758902430534363,0.6255826354026794,0.98828125,0.021099284291267395,0.2408275604248047,0.7380731105804443,0.75390625,0.08979810774326324,0.40570321679115295,0.5044986605644226,0.7890625,0.18228408694267273,0.2705668807029724,0.5471490025520325,0.66015625,0.2724364399909973,0.20263716578483582,0.5249264240264893,0.32015281915664673,0.9996110200881958,0.7573034167289734,0.757314145565033,0.7573114037513733,0.7576884031295776,0.4608447849750519,0.5556392073631287,0.22623267769813538
mixed,metabolic_hard,120,0.3589773178100586,0.28232112526893616,0.40312498807907104,0.2551041841506958,0.05838951840996742,0.3039431571960449,0.8486328125,0.8486328125,120,61325,0.4735651910305023,31.5497944355011,0.13146445155143738,0.2338321954011917,0.6347033977508545,0.5265598297119141,1.0,0.021203499287366867,0.22379764914512634,0.7549988627433777,0.734375,0.22476454079151154,0.4486690163612366,0.3265664279460907,0.90625,0.06335416436195374,0.23991896212100983,0.6967268586158752,0.75390625,0.18521341681480408,0.14714421331882477,0.66764235496521,0.3238498568534851,0.9983636140823364,0.741661787033081,0.7416920065879822,0.7416844367980957,0.7420815229415894,0.44116005301475525,0.5441962480545044,0.21547816693782806
mixed,metabolic_hard,160,0.33016639947891235,0.25560468435287476,0.3265624940395355,0.2842708230018616,0.05665964260697365,0.2471960186958313,0.8740234375,0.8740234375,160,61325,0.26671287417411804,41.90243363380432,0.16438955068588257,0.2931668758392334,0.542443573474884,0.5213404893875122,0.99609375,0.024937784299254417,0.249357670545578,0.725704550743103,0.73828125,0.29096317291259766,0.46179458498954773,0.247242271900177,0.9765625,0.04893113672733307,0.21224933862686157,0.7388195395469666,0.78515625,0.345506489276886,0.17069575190544128,0.48379772901535034,0.3220721483230591,0.9963202476501465,0.7252500057220459,0.7253121733665466,0.725296676158905,0.7257113456726074,0.42194151878356934,0.5321947932243347,0.2044801414012909
mixed,metabolic_hard,200,0.2560826241970062,0.18274535238742828,0.4036458432674408,0.2596180737018585,0.05487963557243347,0.23615718260407448,0.8818359375,0.8818359375,200,61325,0.18735218048095703,52.45746922492981,0.16627667844295502,0.27935710549354553,0.5543662309646606,0.5190044641494751,1.0,0.017080184072256088,0.2639771103858948,0.7189427018165588,0.7578125,0.2603694200515747,0.4362562596797943,0.303374320268631,1.0,0.02499343268573284,0.17577208578586578,0.7992344498634338,0.76953125,0.3943179249763489,0.12912994623184204,0.47655215859413147,0.32173025608062744,0.9942309856414795,0.7077846527099609,0.7078940272331238,0.707866907119751,0.7082964181900024,0.4029226005077362,0.5194287896156311,0.19309768080711365
mixed,metabolic_hard,240,0.2853897511959076,0.21413064002990723,0.38593751192092896,0.2618750035762787,0.05306537076830864,0.22263174131512642,0.876953125,0.8818359375,200,61325,0.15307988226413727,63.36806011199951,0.19063401222229004,0.18426093459129333,0.6251050233840942,0.5086415410041809,0.99609375,0.02238484099507332,0.20767685770988464,0.7699383497238159,0.71484375,0.324432373046875,0.35109472274780273,0.32447290420532227,1.0,0.017907675355672836,0.12364470958709717,0.8584476113319397,0.796875,0.3699829578399658,0.11918699741363525,0.5108300447463989,0.3220522403717041,0.9928810000419617,0.6893896460533142,0.6895633935928345,0.6895202994346619,0.689960241317749,0.3843056857585907,0.5059890151023865,0.18146665394306183
